Student_ID,Age,Gender,Parental_Education,Family_Income_Level,Attendance_Percentage,Study_Hours_Per_Day,Sleep_Hours,Internet_Usage_Hours,Assignments_Completed,Previous_Grades,Class_Participation,Extracurricular_Activities,Stress_Level,Teacher_Feedback_Score,Absence_Days,Performance_Level,Dropout_Risk
1611,24,Male,Postgraduate,High,91.2,5.5,8.5,1.8,87.0,100,9,Yes,7,9.0,11,High,No Risk
1612,19,Female,Diploma,Medium,88.8,7.7,5.5,4.2,78.0,89,2,No,3,9.0,9,High,No Risk
1613,23,Female,Diploma,Medium,77.1,4.4,6.7,5.3,85.0,72,1,No,8,4.0,10,Medium,No Risk
1614,23,Male,Diploma,Low,76.2,3.5,9.9,1.7,69.0,92,2,Yes,2,4.0,4,High,No Risk
1615,18,Female,Diploma,Medium,97.6,5.7,6.6,2.9,53.0,87,8,Yes,10,3.0,11,High,No Risk
1616,19,Male,Graduate,Low,74.8,6.4,6.3,4.4,71.0,47,3,Yes,3,9.0,6,Medium,Medium Risk
1617,24,Female,High School,High,86.2,3.2,7.0,3.5,68.0,86,10,Yes,5,10.0,8,High,No Risk
1618,22,Female,Graduate,Low,73.8,0.9,7.6,1.2,45.0,74,3,No,1,2.0,7,Medium,No Risk
1619,18,Male,Graduate,Medium,57.5,1.2,7.6,2.8,60.0,61,2,No,1,2.0,7,Low,Medium Risk
1620,25,Male,Postgraduate,Medium,64.5,5.0,6.3,2.7,58.0,73,1,Yes,10,1.0,6,Medium,No Risk
1621,20,Female,Graduate,Medium,82.5,7.3,6.3,3.2,60.0,77,10,No,8,5.0,3,High,No Risk
1622,18,Female,Postgraduate,Medium,85.7,2.2,6.6,3.3,96.0,62,4,No,9,,8,Medium,No Risk
1623,25,Female,Postgraduate,Medium,82.5,4.0,6.1,6.2,84.0,70,9,Yes,9,4.0,11,Medium,No Risk
1624,18,Male,Diploma,Medium,90.6,3.9,,3.1,90.0,68,6,Yes,7,,8,High,No Risk
1625,22,Female,Postgraduate,Medium,82.3,,9.2,0.6,84.0,82,2,Yes,7,6.0,11,High,No Risk
1626,25,Male,Postgraduate,High,69.5,8.6,6.5,3.7,92.0,68,3,No,4,10.0,7,High,No Risk
1627,22,Male,High School,Medium,84.5,5.3,6.6,6.5,76.0,50,1,No,8,10.0,7,Medium,No Risk
1628,22,Male,Graduate,Medium,79.9,6.1,6.6,3.2,99.0,66,2,No,10,3.0,9,High,No Risk
1629,21,Female,High School,High,71.7,6.1,6.9,2.8,58.0,60,9,No,3,9.0,5,Medium,No Risk
1630,19,Female,Graduate,Medium,83.2,2.2,7.5,3.0,75.0,55,7,No,10,8.0,8,Low,No Risk
1631,22,Female,High School,High,78.9,5.8,6.4,4.5,61.0,87,2,Yes,6,10.0,11,High,No Risk
1632,25,Female,Graduate,High,71.3,2.7,8.4,3.0,95.0,82,5,Yes,8,10.0,7,Medium,No Risk
1633,18,Male,Diploma,High,76.0,4.2,7.7,0.9,82.0,59,3,No,4,2.0,9,Medium,No Risk
1634,25,Male,Graduate,Medium,93.5,6.6,6.8,2.4,94.0,55,7,No,7,8.0,6,High,No Risk
1635,21,Male,High School,Medium,93.2,4.6,6.2,3.4,55.0,71,2,No,6,8.0,2,Medium,No Risk
1636,22,Male,Graduate,Medium,80.1,6.5,8.3,4.4,67.0,55,3,Yes,4,10.0,5,High,No Risk
1637,19,Male,Diploma,Medium,78.6,6.8,6.8,2.5,49.0,69,7,Yes,1,8.0,5,High,No Risk
1638,22,Female,Graduate,High,62.2,1.3,5.5,3.0,81.0,73,8,No,9,2.0,7,Low,No Risk
1639,19,Female,Diploma,Medium,96.9,0.6,8.2,3.6,70.0,76,10,No,7,4.0,14,Medium,No Risk
1640,20,Female,High School,Medium,89.4,6.6,6.1,2.2,87.0,76,10,No,5,7.0,8,High,No Risk
1641,23,Male,Diploma,Medium,86.3,6.7,8.0,3.3,76.0,62,8,Yes,6,4.0,4,High,No Risk
1642,18,Female,Postgraduate,Low,53.0,5.0,4.0,4.3,44.0,73,3,Yes,7,6.0,5,Medium,High Risk
1643,21,Male,High School,Medium,78.5,5.2,6.6,1.5,51.0,89,9,No,1,7.0,9,High,No Risk
1644,22,Male,Graduate,Medium,76.6,6.1,8.4,4.0,77.0,45,7,No,2,9.0,10,Medium,Medium Risk
1645,19,Male,High School,Medium,85.5,6.1,7.0,1.6,83.0,76,10,Yes,10,2.0,3,High,No Risk
1646,20,Male,Graduate,High,73.0,4.0,7.7,1.7,43.0,57,8,Yes,1,8.0,6,Medium,No Risk
1647,20,Male,High School,Medium,75.5,6.2,5.9,2.4,75.0,90,9,No,2,10.0,9,High,No Risk
1648,23,Female,Diploma,High,,3.9,7.4,5.8,61.0,83,6,No,10,8.0,6,Medium,No Risk
1649,25,Male,Diploma,Medium,69.5,4.9,7.0,0.6,59.0,82,9,Yes,8,1.0,6,Medium,No Risk
1650,24,Male,High School,High,71.7,4.9,7.3,2.7,66.0,61,3,No,7,4.0,11,Medium,No Risk
1651,19,Male,Diploma,Medium,80.1,3.0,9.4,3.5,78.0,75,1,Yes,10,6.0,7,Medium,No Risk
1652,18,Female,Diploma,Medium,92.7,3.2,8.6,5.5,65.0,77,3,Yes,7,7.0,14,Medium,No Risk
1653,18,Male,Diploma,High,86.9,8.5,8.0,6.8,46.0,41,6,Yes,1,8.0,10,High,High Risk
1654,22,Male,Postgraduate,Low,89.8,2.9,8.0,2.8,78.0,74,7,Yes,1,9.0,7,High,No Risk
1655,19,Female,Diploma,Medium,78.7,5.2,5.9,4.4,71.0,80,5,No,9,9.0,14,High,No Risk
1656,19,Male,Postgraduate,Medium,94.4,5.5,6.4,3.3,62.0,54,5,Yes,5,2.0,4,Medium,No Risk
1657,24,Female,Diploma,Medium,58.8,4.4,5.2,3.3,71.0,80,2,Yes,4,7.0,5,Medium,Medium Risk
1658,24,Male,High School,High,100.0,5.7,5.5,4.0,71.0,73,9,Yes,3,1.0,10,High,No Risk
1659,24,Male,High School,Medium,100.0,5.1,5.9,0.8,77.0,90,3,Yes,8,2.0,6,High,No Risk
1660,20,Male,Diploma,High,83.0,2.9,,3.4,72.0,67,1,Yes,9,4.0,12,Medium,No Risk
1661,22,Female,Diploma,Medium,87.2,5.5,5.5,4.3,78.0,74,2,Yes,7,7.0,7,High,No Risk
1662,22,Male,Postgraduate,Medium,77.6,3.5,7.0,2.0,75.0,76,1,Yes,5,9.0,4,Medium,No Risk
1663,19,Female,Graduate,High,75.7,7.6,,4.3,88.0,36,10,No,6,8.0,11,Medium,High Risk
1664,22,Male,Graduate,Medium,71.3,5.3,5.6,0.6,100.0,67,4,Yes,4,5.0,8,High,No Risk
1665,22,Female,Diploma,Low,77.5,3.2,8.8,3.7,,73,8,Yes,4,1.0,7,Medium,No Risk
1666,21,Male,Diploma,Medium,84.1,5.1,5.4,5.8,67.0,41,5,No,2,3.0,8,Medium,High Risk
1667,24,Male,Graduate,Medium,82.6,2.8,,3.1,54.0,81,10,Yes,5,7.0,7,Medium,No Risk
1668,23,Male,High School,Medium,99.9,5.0,4.3,1.8,86.0,73,7,Yes,4,10.0,6,High,No Risk
1669,22,Female,High School,Medium,79.1,4.1,6.8,1.1,62.0,73,3,Yes,3,2.0,8,Medium,No Risk
1670,23,Male,,Medium,61.6,3.0,5.6,4.2,100.0,81,2,Yes,4,1.0,10,Medium,No Risk
1671,24,Female,High School,High,96.1,3.0,6.2,5.1,100.0,67,2,Yes,8,6.0,6,Medium,No Risk
1672,22,Female,Graduate,Medium,64.6,8.9,9.2,3.4,73.0,73,6,Yes,8,9.0,12,High,No Risk
1673,20,Female,High School,Medium,71.8,4.7,6.6,2.7,51.0,83,1,No,9,3.0,6,Medium,No Risk
1674,24,Male,High School,Medium,81.0,3.7,5.7,0.2,86.0,73,9,Yes,9,8.0,6,Medium,No Risk
1675,23,Female,Postgraduate,Low,82.6,3.4,7.6,3.7,100.0,48,3,Yes,10,10.0,7,Medium,High Risk
1676,25,Female,Postgraduate,Medium,62.1,5.3,6.6,2.3,56.0,73,10,No,4,6.0,10,Medium,No Risk
1677,19,Female,Diploma,Medium,69.8,3.4,7.2,2.4,100.0,73,2,No,9,8.0,14,Medium,No Risk
1678,21,Female,,High,61.7,2.5,5.9,6.2,48.0,84,9,No,5,3.0,5,Medium,No Risk
1679,25,Female,Graduate,Medium,84.8,4.4,6.0,0.4,54.0,68,9,Yes,9,8.0,8,Medium,No Risk
1680,22,Female,High School,Low,91.0,4.4,6.1,0.7,81.0,59,6,No,10,5.0,7,Medium,No Risk
1681,25,Female,Diploma,Medium,64.6,3.7,8.0,3.9,91.0,59,5,No,8,9.0,8,Medium,No Risk
1682,18,Male,High School,High,89.0,2.9,6.7,2.8,75.0,91,9,Yes,4,4.0,6,High,No Risk
1683,18,Female,Diploma,Medium,88.2,3.8,5.7,2.6,83.0,76,9,No,4,6.0,4,High,No Risk
1684,24,Male,Postgraduate,Medium,70.8,3.7,7.2,4.0,93.0,90,6,No,7,2.0,7,High,No Risk
1685,20,Female,Graduate,High,56.2,3.4,7.1,3.9,94.0,92,4,Yes,10,7.0,6,Medium,Medium Risk
1686,22,Female,Postgraduate,Low,66.2,5.0,7.7,1.8,67.0,62,1,Yes,2,6.0,10,Medium,No Risk
1687,21,Male,Graduate,Medium,71.5,8.5,6.4,2.5,63.0,61,10,Yes,3,4.0,12,High,No Risk
1688,21,Male,Graduate,Medium,95.0,6.9,6.9,3.6,92.0,70,10,No,5,2.0,7,High,No Risk
1689,25,Male,Graduate,Medium,76.7,8.0,7.5,3.8,83.0,80,9,No,9,10.0,11,High,No Risk
1690,18,Male,Graduate,High,66.9,3.5,,4.3,85.0,54,1,No,3,10.0,16,Medium,Medium Risk
1691,24,Male,Diploma,Low,79.6,7.5,8.1,2.5,66.0,78,5,Yes,5,5.0,7,High,No Risk
1692,25,Female,High School,Medium,63.8,4.9,7.0,4.1,86.0,77,3,Yes,3,6.0,6,High,No Risk
1693,23,Female,Diploma,Medium,83.7,6.3,5.7,5.1,60.0,57,5,No,8,7.0,8,Medium,No Risk
1694,21,Female,High School,High,67.2,5.3,5.7,3.6,80.0,58,1,No,3,2.0,12,Medium,No Risk
1695,19,Male,Diploma,High,68.8,3.9,6.9,3.3,78.0,78,6,No,1,3.0,4,High,No Risk
1696,23,Male,,Medium,82.1,5.8,6.3,3.1,78.0,99,6,No,5,7.0,9,High,No Risk
1697,21,Male,Graduate,Low,97.3,5.4,7.9,2.5,88.0,68,3,No,1,7.0,8,High,No Risk
1698,19,Female,High School,Medium,100.0,1.3,6.7,1.9,61.0,76,6,No,3,4.0,8,Medium,No Risk
1699,20,Male,High School,High,66.6,4.3,7.4,3.0,86.0,64,6,No,10,,7,Medium,No Risk
1700,25,Male,Diploma,Medium,71.4,6.1,6.0,4.3,76.0,75,7,No,9,2.0,3,Medium,No Risk
1701,20,Male,High School,Medium,83.7,5.0,7.0,2.0,64.0,64,3,No,7,8.0,11,Medium,No Risk
1702,19,Female,Postgraduate,High,90.9,5.3,8.6,3.4,56.0,69,2,No,5,3.0,9,High,No Risk
1703,23,Male,Diploma,High,,3.1,6.8,3.2,100.0,100,4,No,9,10.0,1,Medium,Medium Risk
1704,19,Female,Diploma,Medium,79.0,5.0,6.3,6.5,75.0,73,1,No,1,3.0,12,High,No Risk
1705,25,Female,High School,High,72.6,4.3,6.0,4.7,71.0,52,7,No,5,1.0,15,Medium,No Risk
1706,24,Female,Graduate,Low,56.8,4.1,7.0,4.7,59.0,80,3,Yes,5,6.0,8,Medium,Medium Risk
1707,25,Male,Graduate,Medium,63.3,3.3,8.7,5.1,92.0,87,4,No,1,2.0,13,High,No Risk
1708,25,Male,Diploma,High,71.8,6.1,5.4,2.6,91.0,81,1,No,1,3.0,9,High,No Risk
1709,19,Male,High School,Low,78.6,5.1,6.9,5.8,88.0,70,6,Yes,5,6.0,8,High,No Risk
1710,19,Male,Graduate,Low,89.1,4.9,4.9,3.8,75.0,60,1,Yes,2,1.0,9,High,No Risk
1711,20,Female,Postgraduate,Medium,81.9,8.2,6.5,3.4,87.0,60,5,Yes,10,3.0,10,High,No Risk
1712,21,Male,Diploma,Medium,88.4,5.4,7.3,1.4,64.0,70,3,No,2,9.0,4,High,No Risk
1713,25,Male,High School,Low,78.3,6.7,5.1,2.8,79.0,67,7,No,1,3.0,7,High,No Risk
1714,23,Male,High School,Medium,70.2,5.0,6.5,0.5,75.0,65,10,Yes,8,3.0,2,Medium,No Risk
1715,23,Female,High School,Medium,76.0,3.9,7.3,3.1,80.0,88,6,No,5,5.0,7,High,No Risk
1716,25,Male,Graduate,Medium,85.7,2.6,7.2,2.5,49.0,84,9,No,5,4.0,10,Medium,No Risk
1717,23,Female,Postgraduate,High,89.4,4.9,7.4,2.8,100.0,88,2,No,3,10.0,12,High,No Risk
1718,21,Male,Postgraduate,Medium,76.4,0.5,5.8,1.1,100.0,62,4,No,1,5.0,5,Medium,No Risk
1719,21,Female,Graduate,Medium,67.8,5.0,7.3,4.7,59.0,60,9,No,8,3.0,6,Medium,No Risk
1720,22,Female,High School,Low,81.7,5.1,6.3,4.5,85.0,73,4,Yes,6,8.0,15,High,No Risk
1721,18,Male,Postgraduate,Medium,83.3,4.1,7.9,6.4,54.0,77,10,Yes,4,1.0,7,High,No Risk
1722,23,Male,Diploma,Medium,91.6,4.3,4.2,6.3,77.0,73,10,Yes,3,7.0,3,High,No Risk
1723,23,Male,Diploma,High,70.5,2.2,6.7,3.8,43.0,77,8,Yes,2,5.0,10,Medium,No Risk
1724,23,Male,,High,70.7,7.0,7.1,5.2,72.0,93,7,No,8,1.0,7,High,No Risk
1725,22,Male,High School,Medium,86.3,3.9,8.6,3.9,69.0,69,4,No,1,3.0,7,High,No Risk
1726,24,Female,Graduate,High,73.5,2.8,7.1,2.8,,82,9,Yes,10,5.0,12,Medium,No Risk
1727,25,Female,Postgraduate,Low,73.1,5.5,7.2,3.0,100.0,79,10,No,6,1.0,9,High,No Risk
1728,22,Male,Graduate,Medium,91.8,4.7,7.5,4.6,100.0,73,9,Yes,2,8.0,5,High,No Risk
1729,21,Female,Graduate,Medium,62.9,3.9,8.5,10.0,93.0,82,4,Yes,9,9.0,9,Medium,No Risk
1730,18,Male,Diploma,Medium,100.0,3.7,6.5,5.5,,62,2,Yes,3,1.0,6,High,No Risk
1731,24,Female,High School,High,71.3,4.5,5.3,3.9,82.0,59,10,Yes,3,4.0,7,Medium,No Risk
1732,25,Male,Graduate,Low,87.5,6.9,5.1,4.3,82.0,78,1,No,8,1.0,9,High,No Risk
1733,23,Female,Graduate,Medium,76.8,5.3,7.8,4.3,58.0,51,8,Yes,2,2.0,9,Medium,No Risk
1734,24,Female,Postgraduate,Low,81.0,4.4,7.3,3.3,93.0,79,3,Yes,7,8.0,10,High,No Risk
1735,24,Male,High School,Low,75.1,6.0,6.7,4.8,86.0,57,8,Yes,3,4.0,11,High,No Risk
1736,24,Male,Diploma,Medium,87.4,4.5,6.3,3.2,87.0,92,6,No,9,6.0,11,High,No Risk
1737,22,Male,Diploma,High,74.2,5.2,7.2,1.8,42.0,67,2,Yes,5,3.0,11,Medium,No Risk
1738,18,Female,Graduate,Medium,71.7,4.8,7.3,4.3,83.0,91,10,No,7,2.0,5,High,No Risk
1739,18,Female,Graduate,Medium,97.9,5.6,7.6,4.5,91.0,69,10,No,5,9.0,7,High,No Risk
1740,19,Female,Postgraduate,Low,78.3,3.7,5.7,3.3,76.0,69,4,No,2,7.0,11,High,No Risk
1741,21,Female,High School,Low,70.6,2.4,4.9,4.0,68.0,83,2,No,4,9.0,4,Medium,No Risk
1742,23,Female,Diploma,Low,61.6,6.1,5.9,5.1,56.0,76,9,No,9,1.0,6,Medium,No Risk
1743,21,Male,High School,High,98.5,7.2,5.4,3.4,54.0,71,5,No,6,3.0,7,High,No Risk
1744,18,Male,High School,Low,71.9,2.5,5.3,2.7,78.0,67,7,Yes,2,5.0,7,Medium,No Risk
1745,19,Female,Diploma,Medium,100.0,4.8,8.9,2.3,72.0,67,9,Yes,1,10.0,7,High,No Risk
1746,25,Male,Graduate,Medium,82.4,3.7,4.3,3.1,72.0,100,7,Yes,1,9.0,6,High,No Risk
1747,25,Female,Diploma,Medium,79.6,6.1,7.6,6.1,99.0,50,5,No,9,6.0,4,Medium,No Risk
1748,21,Male,Diploma,Medium,79.9,4.9,8.1,3.2,57.0,56,8,No,10,2.0,11,Medium,No Risk
1749,24,Male,Graduate,Low,100.0,10.0,8.2,4.1,,87,1,Yes,6,10.0,10,High,No Risk
1750,23,Female,Graduate,Medium,53.9,4.0,7.3,2.9,100.0,86,6,Yes,6,6.0,3,Medium,Medium Risk
1751,25,Male,High School,Medium,80.4,7.3,8.6,2.8,71.0,60,7,Yes,6,8.0,14,High,No Risk
1752,25,Male,Diploma,Low,75.1,7.4,9.1,2.0,77.0,49,7,No,4,4.0,14,High,Medium Risk
1753,23,Male,Graduate,Medium,75.7,5.5,6.6,3.7,73.0,89,3,No,8,8.0,7,High,No Risk
1754,21,Female,Graduate,Low,79.6,4.6,7.5,2.6,,58,8,Yes,3,9.0,12,High,No Risk
1755,23,Female,Graduate,High,75.1,4.7,8.5,5.7,45.0,66,4,No,8,5.0,7,Medium,No Risk
1756,20,Male,High School,High,80.1,4.5,6.0,3.3,,73,6,Yes,1,7.0,7,High,No Risk
1757,20,Male,Diploma,Low,77.7,6.5,6.7,3.4,77.0,58,8,No,6,8.0,4,High,No Risk
1758,22,Male,Postgraduate,Medium,63.6,2.9,6.2,3.2,61.0,84,1,No,6,4.0,7,Medium,No Risk
1759,22,Female,Diploma,Medium,82.2,4.2,7.6,4.1,81.0,72,10,No,2,7.0,6,High,No Risk
1760,22,Male,Diploma,High,85.9,4.0,4.7,6.0,88.0,61,6,No,9,5.0,8,Medium,No Risk
1761,21,Female,Postgraduate,Medium,72.0,1.4,8.7,1.7,83.0,62,1,Yes,2,6.0,6,Medium,No Risk
1762,21,Female,High School,Medium,98.5,6.0,7.6,4.0,100.0,89,6,No,7,6.0,8,High,No Risk
1763,18,Male,Graduate,Low,92.7,6.4,7.7,0.8,69.0,68,3,No,5,3.0,15,High,No Risk
1764,22,Female,Postgraduate,Low,87.3,3.4,4.2,5.6,83.0,80,9,Yes,8,10.0,8,Medium,No Risk
1765,22,Female,High School,Medium,87.2,6.4,5.8,3.3,83.0,72,2,No,5,4.0,7,High,No Risk
1766,25,Male,Graduate,Medium,78.3,1.6,8.8,1.0,72.0,49,1,No,6,8.0,9,Low,Medium Risk
1767,22,Male,Diploma,High,90.6,4.5,6.8,1.3,93.0,82,8,No,8,8.0,6,High,No Risk
1768,21,Female,Postgraduate,High,95.3,,4.9,4.9,80.0,86,1,Yes,1,8.0,9,High,No Risk
1769,18,Female,Postgraduate,Medium,86.9,4.7,7.3,0.7,58.0,96,2,No,3,3.0,10,High,No Risk
1770,19,Female,Postgraduate,Medium,71.7,4.6,7.8,4.0,87.0,47,4,Yes,5,10.0,9,Medium,Medium Risk
1771,20,Female,High School,High,77.6,4.4,7.6,2.8,69.0,31,9,No,4,7.0,8,Medium,High Risk
1772,21,Male,Graduate,High,,3.8,,3.2,71.0,80,9,No,1,2.0,9,High,No Risk
1773,20,Female,Postgraduate,High,87.2,4.3,8.4,2.4,72.0,64,7,Yes,7,7.0,9,Medium,No Risk
1774,21,Female,Graduate,High,77.1,7.0,6.2,1.9,87.0,53,5,No,1,,11,High,No Risk
1775,24,Male,Graduate,Medium,71.8,3.5,7.6,2.7,92.0,73,7,Yes,8,7.0,9,Medium,No Risk
1776,19,Male,High School,Medium,95.4,8.6,7.2,4.5,74.0,66,4,Yes,2,10.0,9,High,No Risk
1777,20,Male,Postgraduate,Medium,66.2,3.4,6.8,3.0,73.0,55,9,Yes,7,3.0,5,Medium,No Risk
1778,19,Female,High School,Low,67.6,4.9,6.5,4.2,45.0,71,7,No,9,,7,Medium,No Risk
1779,20,Male,Diploma,Medium,63.4,5.5,6.6,3.1,65.0,79,6,No,4,9.0,11,High,No Risk
1780,23,Female,Postgraduate,Medium,67.6,4.0,7.0,4.5,62.0,74,6,Yes,3,3.0,7,Medium,No Risk
1781,18,Male,Postgraduate,Medium,91.7,7.0,6.6,4.2,81.0,74,7,No,3,3.0,6,High,No Risk
1782,20,Male,Postgraduate,Low,92.1,5.5,7.9,2.6,74.0,78,6,Yes,5,5.0,1,High,No Risk
1783,18,Female,Diploma,Medium,77.2,,6.4,1.9,,50,7,Yes,3,3.0,9,Medium,No Risk
1784,25,Male,High School,Medium,83.5,7.0,8.9,5.1,78.0,71,5,No,9,2.0,15,High,No Risk
1785,23,Female,Diploma,Medium,77.9,2.7,6.3,2.1,75.0,75,3,No,9,8.0,14,Medium,No Risk
1786,19,Male,High School,Low,64.9,3.5,8.1,4.4,38.0,67,8,No,7,,7,Low,No Risk
1787,19,Female,Postgraduate,Medium,100.0,5.5,8.2,3.6,93.0,61,4,Yes,4,8.0,13,High,No Risk
1788,18,Male,Graduate,Low,93.1,5.9,7.2,2.7,91.0,62,1,Yes,2,7.0,8,High,No Risk
1789,21,Female,Diploma,Medium,81.9,5.1,7.1,4.2,72.0,68,1,No,3,2.0,4,High,No Risk
1790,24,Female,High School,Medium,68.6,4.3,6.1,5.8,81.0,84,1,Yes,5,6.0,8,High,No Risk
1791,22,Male,Diploma,High,75.5,4.0,6.4,4.6,71.0,92,6,No,9,6.0,8,Medium,No Risk
1792,25,Male,Postgraduate,Medium,70.4,6.5,7.3,3.7,52.0,89,7,Yes,8,10.0,11,High,No Risk
1793,20,Male,Graduate,Medium,79.1,4.9,6.9,6.3,100.0,52,3,Yes,10,9.0,6,Medium,No Risk
1794,20,Female,High School,High,81.4,2.9,8.4,0.7,87.0,60,1,No,5,2.0,11,Medium,No Risk
1795,21,Female,High School,Medium,74.2,2.8,6.5,1.6,90.0,81,7,Yes,6,6.0,8,Medium,No Risk
1796,19,Male,Diploma,High,62.0,7.2,6.5,2.7,72.0,89,4,Yes,3,10.0,12,High,No Risk
1797,25,Male,High School,Low,100.0,3.2,5.0,5.9,93.0,59,8,No,7,8.0,2,Medium,No Risk
1798,19,Female,Postgraduate,Medium,80.6,5.0,7.8,5.1,55.0,74,4,Yes,7,5.0,10,Medium,No Risk
1799,21,Female,Graduate,Low,83.0,6.9,7.7,0.6,72.0,57,7,Yes,1,7.0,5,High,No Risk
1800,22,Female,High School,Medium,73.4,,8.2,2.8,87.0,76,7,No,5,1.0,5,High,No Risk
1801,18,Male,Graduate,High,60.8,3.1,8.2,1.2,67.0,64,3,No,10,5.0,6,Low,No Risk
1802,21,Female,Diploma,Medium,77.1,2.7,,3.4,90.0,74,8,No,6,10.0,5,Medium,No Risk
1803,21,Female,High School,Medium,74.4,,8.0,5.0,81.0,56,9,No,5,5.0,6,High,No Risk
1804,20,Male,Graduate,Medium,85.8,2.6,7.7,5.2,79.0,51,9,No,2,10.0,5,Medium,No Risk
1805,19,Male,High School,High,88.0,3.5,7.9,4.0,65.0,100,4,No,8,8.0,8,High,No Risk
1806,18,Male,Diploma,Medium,86.4,5.2,4.8,2.8,82.0,73,3,Yes,10,10.0,8,High,No Risk
1807,18,Female,,Medium,,4.1,5.7,3.3,100.0,100,3,No,10,2.0,5,High,No Risk
1808,21,Male,Postgraduate,High,97.8,5.5,5.5,4.7,79.0,92,2,No,10,,4,High,No Risk
1809,18,Female,Diploma,Medium,82.3,1.9,8.5,7.5,84.0,51,9,Yes,10,3.0,13,Low,No Risk
1810,25,Female,Graduate,Medium,90.1,4.1,6.1,1.5,87.0,77,10,No,4,3.0,10,High,No Risk
1811,19,Female,High School,Low,83.4,5.7,6.3,6.2,59.0,55,9,No,8,2.0,10,Medium,No Risk
1812,23,Female,Graduate,Low,57.1,5.7,7.0,3.9,74.0,68,1,Yes,3,3.0,10,Medium,Medium Risk
1813,23,Male,High School,High,76.3,3.5,5.5,4.9,74.0,47,10,No,4,7.0,8,Medium,High Risk
1814,21,Female,Graduate,Medium,68.5,2.7,7.5,3.8,44.0,52,9,Yes,2,4.0,11,Low,No Risk
1815,25,Male,High School,High,80.5,4.9,4.4,5.9,88.0,61,1,Yes,1,1.0,7,High,No Risk
1816,18,Female,Postgraduate,Low,69.3,2.1,5.6,4.1,62.0,65,1,No,6,3.0,10,Medium,No Risk
1817,19,Female,Postgraduate,Medium,84.7,6.8,7.2,2.4,86.0,73,3,No,1,2.0,10,High,No Risk
1818,20,Female,Diploma,Medium,88.8,4.8,5.5,4.3,65.0,59,5,No,2,10.0,12,High,No Risk
1819,19,Female,Graduate,Medium,91.2,3.2,8.6,5.4,100.0,74,4,No,2,8.0,9,High,No Risk
1820,20,Male,High School,Medium,95.8,2.6,7.1,3.5,72.0,87,7,No,7,6.0,5,High,No Risk
1821,20,Female,Graduate,Medium,59.6,3.4,8.4,0.0,100.0,76,7,No,5,9.0,5,Medium,Medium Risk
1822,24,Female,High School,Medium,64.8,1.7,7.4,3.3,73.0,71,5,Yes,10,3.0,10,Low,No Risk
1823,20,Female,High School,High,100.0,5.4,7.0,3.7,75.0,76,4,Yes,7,10.0,8,High,No Risk
1824,25,Male,Graduate,Medium,89.1,3.1,5.8,3.4,99.0,53,6,No,2,8.0,6,Medium,No Risk
1825,24,Male,Diploma,Medium,80.5,5.2,8.1,2.7,62.0,84,2,No,3,3.0,7,High,No Risk
1826,25,Female,Diploma,Medium,78.4,5.5,7.5,5.7,77.0,56,1,No,3,7.0,12,High,No Risk
1827,18,Male,Diploma,Medium,77.4,6.2,9.5,0.0,84.0,92,8,No,5,,6,High,No Risk
1828,25,Female,High School,Low,56.7,5.0,8.0,3.7,82.0,82,2,Yes,1,4.0,10,High,Medium Risk
1829,22,Female,High School,High,69.5,6.5,6.5,3.7,77.0,79,10,No,5,3.0,12,High,No Risk
1830,25,Female,Graduate,Low,76.8,7.0,7.3,7.1,,80,6,Yes,4,10.0,9,High,No Risk
1831,20,Male,Graduate,Low,70.1,5.0,7.5,3.5,89.0,72,6,Yes,2,4.0,8,High,No Risk
1832,25,Female,High School,Medium,71.6,5.1,8.4,4.3,79.0,62,9,No,9,6.0,9,Medium,No Risk
1833,22,Male,Diploma,Low,100.0,3.5,8.6,3.7,90.0,60,3,No,4,1.0,5,High,No Risk
1834,18,Male,Graduate,Low,75.2,2.7,6.8,3.7,82.0,95,6,Yes,1,7.0,7,High,No Risk
1835,21,Female,Graduate,Low,81.1,6.8,5.5,6.5,86.0,73,5,No,8,10.0,6,High,No Risk
1836,19,Male,Graduate,Low,80.7,,4.8,1.6,93.0,58,5,No,7,1.0,6,Medium,No Risk
1837,25,Male,Diploma,Medium,84.5,5.7,5.6,2.4,71.0,79,10,Yes,4,3.0,8,High,No Risk
1838,20,Male,Diploma,High,72.7,3.4,6.3,4.8,93.0,76,10,Yes,4,7.0,11,High,No Risk
1839,19,Male,Graduate,Medium,91.7,7.4,8.8,3.9,74.0,68,5,Yes,2,6.0,8,High,No Risk
1840,22,Female,Diploma,Medium,82.9,,8.8,3.0,55.0,60,4,No,4,5.0,8,Medium,No Risk
1841,21,Male,High School,Medium,63.8,,8.2,3.4,71.0,82,3,Yes,2,4.0,7,Medium,No Risk
1842,18,Male,High School,Medium,76.8,3.5,8.5,5.1,65.0,84,4,No,2,8.0,8,High,No Risk
1843,24,Female,Graduate,Medium,76.1,7.3,6.2,4.3,82.0,76,5,Yes,4,5.0,10,High,No Risk
1844,24,Male,High School,Medium,75.6,2.5,5.2,2.3,72.0,73,1,Yes,9,1.0,7,Medium,No Risk
1845,23,Female,Graduate,Medium,83.6,3.1,5.8,3.9,,62,3,Yes,2,2.0,8,Medium,No Risk
1846,22,Female,Graduate,Medium,85.0,9.7,4.6,3.4,91.0,78,8,No,9,4.0,13,High,No Risk
